Address,BHK,Super Area(SQFT),Floor,Bathroom,Facing,Ownership,Transaction,Status,Price(Lakh),Price per SQFT,Garden/Park,Main Road,Pool,Price Level
Hiland Park,2,550,0,2,South - East,Freehold,Resale,Ready to Move,45,5294,0,1,0,Low
Kolkata,3,1050,2,2,Unknown,Unknown,Resale,Ready to Move,75,5556,0,0,0,Low
Ghosh Para Kestopur,3,860,2,2,North - West,Freehold,Resale,Ready to Move,66.6,5806,1,1,1,Low
Garia Station Road,2,505,4,2,Unknown,Unknown,Resale,Ready to Move,29,4496,0,0,0,Low
New Town,2,675,12,1,North - East,Freehold,Resale,Ready to Move,115,12778,0,1,0,Low
Sinthi,2,627,2,2,North - East,Freehold,Resale,Ready to Move,95,9794,0,0,0,Low
Garia Station Road,2,700,2,2,South - East,Freehold,Resale,Ready to Move,50,5030,0,1,0,Low
South Dumdum,2,824,2,1,Unknown,Unknown,Resale,Ready to Move,31,3762.1359223301,0,0,0,Low
Sodepur,2,676,1,2,South - East,Freehold,Resale,Ready to Move,35,4364,1,1,0,Low
Purbalok,2,1049,4,2,Unknown,Unknown,Resale,Ready to Move,70,6673.02192564347,0,0,0,Low
Behala,2,850,2,2,Unknown,Unknown,Resale,Ready to Move,32,3765,0,0,0,Low
Behala,3,1050,12,2,Unknown,Unknown,Resale,Ready to Move,80,7619,0,0,0,Low
Konnagar,2,806,2,2,Unknown,Unknown,Resale,Ready to Move,20.5,2543,0,0,0,Low
Narendrapur Rajpur Sonarpur,3,1300,2,2,Unknown,Unknown,Resale,Ready to Move,50,3846,0,0,0,Low
Salua,1,525,2,1,Unknown,Unknown,Resale,Ready to Move,32,5508,0,0,0,Low
Baruipur,1,412,4,1,Unknown,Unknown,Resale,Ready to Move,20,4854,0,0,0,Low
Kolkata,3,1125,1,3,Unknown,Unknown,Resale,Ready to Move,108,8000,0,0,0,Low
Tetultala Agarpara,2,823,1,2,East,Freehold,Resale,Ready to Move,18,2187,0,1,0,Low
Rajarhat,3,1050,2,2,Unknown,Unknown,Resale,Ready to Move,34,3238,0,0,0,Low
Kamalgazi Sonarpur Road,3,1010,4,2,South,Freehold,New Property,Ready to Move,72,5873,1,0,1,Low
Kolkata,3,1530,2,4,East,Freehold,Resale,Ready to Move,150,9804,0,1,0,Low
Sodepur,2,580,1,1,Unknown,Freehold,Resale,Ready to Move,21,3415,0,0,0,Low
Jadavpur Central Road,3,1050,3,2,East,Freehold,Resale,Ready to Move,66,6286,0,1,0,Low
Kolkata,2,580,3,2,East,Freehold,Resale,Ready to Move,34.5,4759,1,1,0,Low
Maheshtala,2,712,10,2,East,Freehold,Resale,Ready to Move,42,4286,1,0,0,Low
Picnic Garden,3,1100,,2,Unknown,Unknown,Resale,Ready to Move,75,6818,0,0,0,Low
New Town,2,781,11,2,South - East,Freehold,Resale,Ready to Move,62,7939,1,1,1,Low
Ramgarh Garia,3,1100,3,2,South,Unknown,Resale,Ready to Move,60,5455,0,0,0,Low
Bhangar,3,916,4,2,South,Freehold,Resale,Ready to Move,35,3821,1,1,1,Low
Kestopur,2,900,6,2,Unknown,Unknown,Resale,Ready to Move,35,3889,0,0,0,Low
Ichapur Howrah,3,780,,2,Unknown,Unknown,Resale,Ready to Move,30,3529,0,0,0,Low
Kolkata,3,920,3,2,South - East,Freehold,Resale,Ready to Move,37.5,3409,0,1,0,Low
Kolkata,2,780,2,2,Unknown,Unknown,Resale,Ready to Move,30,3846,0,0,0,Low
Garia,2,516,2,2,Unknown,Unknown,Resale,Ready to Move,32,4969,0,0,0,Low
New Town,2,863,4,2,Unknown,Unknown,Resale,Ready to Move,78.5,9096,0,0,0,Low
Kolkata,3,1124,4,2,Unknown,Unknown,Resale,Ready to Move,72,6406,0,0,0,Low
Lahabagan Prantik Pally,3,1250,2,2,South - East,Unknown,Resale,Ready to Move,55,409,0,1,0,Low
Dunlop,3,741,4,2,South -West,Freehold,New Property,Unknown,71,6437,0,0,0,Low
Dankuni,2,600,0,1,Unknown,Unknown,Resale,Ready to Move,25,3472,0,0,0,Low
Na,2,700,3,2,South - East,Freehold,Resale,Ready to Move,30,4000,0,1,0,Low
Shree Bhumi,3,1700,2,3,South,Freehold,Resale,Ready to Move,121,6368,0,1,0,Low
Narayanpur,3,1250,4,2,South -West,Freehold,Resale,Ready to Move,55,4400,0,1,0,Low
Kolkata,2,692,4,2,Unknown,Unknown,Resale,Ready to Move,24.5,3540.46242774567,0,0,0,Low
Sector 5 Salt Lake City,3,1557,22,4,East,Freehold,Resale,Ready to Move,310,19910,0,1,0,Mid
Birati,2,490,4,1,Unknown,Unknown,Resale,Ready to Move,22,3514,0,0,0,Low
Kolkata,3,916,2,2,Unknown,Freehold,Resale,Ready to Move,25,2729,1,1,0,Low
Ganguly Bagan,2,640,3,1,Unknown,Unknown,Resale,Ready to Move,33,5156.25,0,0,0,Low
Bosepukur Road,2,800,3,2,South - East,Freehold,Resale,Ready to Move,45,4500,0,1,0,Low
Jadavpur,2,930,3,2,Unknown,Unknown,Resale,Ready to Move,70,7527,0,0,0,Low
Sree Colony,2,1050,2,2,Unknown,Unknown,Resale,Ready to Move,67,6380.95238095238,0,0,0,Low
Rajarhat Ma,3,1420,3,2,North - West,Freehold,Resale,Ready to Move,50,2941,0,1,0,Low
Tollygunge Karunamoyee,4,2074,6,4,South,Freehold,Resale,Ready to Move,240,11572,0,1,1,Mid
Nagerbazar,2,773,1,2,Unknown,Freehold,Resale,Ready to Move,32,4140,0,0,0,Low
Daksh,2,559,3,2,North - West,Freehold,Resale,Ready to Move,45,5562,0,0,0,Low
Bagnan Amta Road,2,708,5,1,Unknown,Freehold,Resale,Ready to Move,32,3765,0,0,0,Low
Haridevpur,2,700,1,2,South - East,Unknown,Resale,Ready to Move,48,5749,0,0,0,Low
Maheshtala,3,725,1,2,East,Freehold,Resale,Ready to Move,36,4031,1,0,0,Low
Panditiya Road,1,600,4,2,Unknown,Unknown,Resale,Ready to Move,45,6000,0,0,0,Low
Entally,4,1150,1,2,South - East,Freehold,Resale,Ready to Move,115,8550,1,1,0,Low
Kestopur,3,1257,3,2,East,Freehold,Resale,Ready to Move,86,6842,0,1,0,Low
Serampore,2,670,3,2,North - East,Freehold,Resale,Ready to Move,30,3261,0,1,0,Low
Bansdroni,2,600,2,2,East,Freehold,Resale,Ready to Move,30,4000,0,0,0,Low
Eastern Metropolitan Bypass,3,1180,22,2,South - East,Freehold,Resale,Ready to Move,235,15932,0,1,0,Mid
Ballygunge,2,700,2,2,East,Freehold,Resale,Ready to Move,50,7143,0,1,0,Low
Rajarhat,3,1660,2,3,South - East,Co-operative Society,Resale,Ready to Move,140,8434,0,0,0,Low
Kolkata,3,1500,6,3,Unknown,Freehold,Resale,Ready to Move,175,10294,0,1,0,Mid
Belghoria Expressway,4,1716,3,4,Unknown,Unknown,Resale,Ready to Move,105,6119,0,0,0,Low
Jawpur,2,1041,3,2,South,Freehold,Resale,Ready to Move,42,4035,1,0,0,Low
Parnasree Palli,2,1050,2,2,Unknown,Unknown,Resale,Ready to Move,45,4286,0,0,0,Low
Malancha Mahi Nagar,2,850,3,2,South - East,Freehold,Resale,Ready to Move,25,2632,0,1,0,Low
Dobson Road,4,1980,2,3,South,Freehold,Resale,Ready to Move,110,5069,0,1,0,Low
Rajpur Sonarpur,3,847,2,2,East,Freehold,Resale,Ready to Move,45,3982,1,0,1,Low
Ranganathpur,2,369,10,1,South,Freehold,Resale,Ready to Move,34,5484,0,1,0,Low
Alipore,4,1960,2,4,North,Freehold,Resale,Ready to Move,270,11157,1,1,0,Mid
Rajarhat,3,800,3,3,South - East,Freehold,Resale,Ready to Move,125,12488,1,0,1,Low
Diamond Harbour Road,3,1404,4,3,South - East,Freehold,Resale,Ready to Move,250,14245,0,1,0,Mid
Rajarhat,2,698,1,1,North - West,Freehold,Resale,Ready to Move,48,5172,0,1,0,Low
Kolkata,3,1080,6,2,South - East,Freehold,Resale,Ready to Move,50,3631,1,1,1,Low
Sodepur,2,790,1,2,North,Freehold,Resale,Ready to Move,35,4430,1,0,0,Low
Tiljala,2,624,3,2,Unknown,Unknown,Resale,Ready to Move,65,8333,0,0,0,Low
Noapara Sukanta Pally,3,1280,5,2,Unknown,Unknown,Resale,Ready to Move,75,5859,0,0,0,Low
Manicktala Machuabazar,4,2751,24,4,Unknown,Freehold,Resale,Ready to Move,450,16358,1,1,1,High
Howrah,1,620,5,1,Unknown,Unknown,Resale,Ready to Move,23,3710,0,0,0,Low
Mukundapur,4,1965,43,4,North,Freehold,Resale,Ready to Move,450,16112,1,1,1,High
Eastern Metropolitan Bypass,3,1612,17,2,East,Freehold,Resale,Ready to Move,230,8846,0,1,0,Mid
Sapuipara,3,800,1,2,Unknown,Unknown,Resale,Ready to Move,63,7875,0,0,0,Low
Kolkata,2,600,2,2,Unknown,Unknown,Resale,Ready to Move,39,6500,0,0,0,Low
Madurdaha,3,1535,2,2,South,Freehold,Resale,Ready to Move,110,7166,1,1,0,Low
New Alipore,3,1224,2,2,North,Freehold,Resale,Ready to Move,130,10621,1,0,0,Low
Dhopapara Parnasree Palli,2,740,4,2,South -West,Freehold,Resale,Ready to Move,70,6604,0,1,0,Low
Kolkata,2,750,2,2,South - East,Freehold,Resale,Ready to Move,47,5649,0,1,0,Low
Kestopur,2,795,3,2,East,Unknown,Resale,Ready to Move,53,6667,1,0,1,Low
Tegharia Baguiati,3,1050,1,2,South - East,Freehold,Resale,Ready to Move,61,4807,1,0,0,Low
Sonarpur Station Road,2,975,10,2,Unknown,Unknown,Resale,Ready to Move,49.5,5077,1,0,0,Low
Patipukur,1,500,4,1,Unknown,Unknown,Resale,Ready to Move,13,2600,0,0,0,Low
Belghoria Expressway,4,1716,3,4,South - East,Co-operative Society,Resale,Ready to Move,106,6177,1,1,0,Low
Tollygunge,4,2160,5,3,South - East,Freehold,Resale,Ready to Move,300,13889,1,0,0,Mid
Kolkata,3,850,3,2,South,Freehold,Resale,Ready to Move,28,3294,0,1,0,Low
Kasba,2,1050,2,2,East,Freehold,Resale,Ready to Move,53,5048,0,1,0,Low
Kolkata,2,663,0,1,North - East,Freehold,Resale,Ready to Move,28,3373,0,0,0,Low
Kolkata,2,1090,4,2,Unknown,Unknown,Resale,Ready to Move,75,6881,0,0,0,Low
Baguiati,2,500,2,2,North - East,Freehold,Resale,Ready to Move,23,3966,0,0,0,Low
Safui Para,2,630,3,2,South,Freehold,New Property,Ready to Move,43,5375,1,1,0,Low
Rajarhat,3,925,4,2,Unknown,Unknown,Resale,Ready to Move,63,5780,0,0,0,Low
Nandan Kanan Santoshpur,3,1236,3,3,North - West,Freehold,Resale,Ready to Move,75,6068,0,1,0,Low
Behala,3,1120,2,2,South,Freehold,Resale,Ready to Move,61,5446,0,1,0,Low
Ramkrishna Pally Panihati,2,525,3,2,South,Freehold,New Property,Ready to Move,21,3000,0,0,0,Low
Kolkata,2,720,3,1,Unknown,Unknown,Resale,Ready to Move,15,2083,0,0,0,Low
Joka,2,752,3,2,West,Freehold,Resale,Ready to Move,31.6,4200,1,0,0,Low
Kolkata,3,970,0,2,Unknown,Unknown,Resale,Ready to Move,28,2887,0,0,0,Low
Joka,3,956,10,3,Unknown,Unknown,Resale,Ready to Move,95,6934,0,0,0,Low
Jodhpur Park,4,2363,2,4,North - West,Freehold,Resale,Ready to Move,355,12770,1,1,0,Mid
Madhyamgram,2,680,0,2,South - East,Freehold,Resale,Ready to Move,62.8,7943,1,0,0,Low
Baguiati,3,718,2,2,North - East,Freehold,Resale,Ready to Move,53,4818,0,1,0,Low
New Town,3,1100,5,3,South - East,Co-operative Society,Resale,Ready to Move,120,9693,1,1,0,Low
SIP Deshapriya Park Area,3,1785,2,4,South,Freehold,Resale,Ready to Move,290,11373,1,1,0,Mid
Birati,2,950,1,2,Unknown,Unknown,Resale,Ready to Move,32,3368,0,0,0,Low
Kestopur,3,1622,1,3,Unknown,Unknown,Resale,Ready to Move,100,6165,0,0,0,Low
Eastern Metropolitan Bypass,3,1260,1,2,Unknown,Unknown,Resale,Ready to Move,52,4127,0,0,0,Low
Airport Area,2,620,4,1,Unknown,Unknown,Resale,Ready to Move,18,2903,0,0,0,Low
Dum Dum,1,625,1,1,Unknown,Unknown,Resale,Ready to Move,28,4480,0,0,0,Low
Park Street,3,1605,5,3,South -West,Freehold,Resale,Ready to Move,250,11985,0,0,0,Mid
Purbachal Ma,2,900,4,2,South,Freehold,New Property,Ready to Move,76,6496,0,1,0,Low
Beck Bagan,3,1150,4,2,Unknown,Unknown,Resale,Ready to Move,150,11111,0,0,0,Low
Nimta,3,1307,,2,Unknown,Unknown,Resale,Ready to Move,60,4591,0,0,0,Low
Madhyamgram,3,1205,5,2,Unknown,Unknown,Resale,Ready to Move,50,4149,0,0,0,Low
Rab,2,780,2,2,Unknown,Unknown,Resale,Ready to Move,33,4231,0,0,0,Low
Baguiati,3,750,1,2,South - East,Freehold,Resale,Ready to Move,48,4800,0,1,0,Low
Hazra,3,1400,2,2,South - East,Freehold,Resale,Ready to Move,165,9821,0,1,0,Mid
Sodepur Paschim Putiary,2,600,3,2,South - East,Unknown,Resale,Ready to Move,35,4861,0,0,0,Low
P Majumder Road,1,362,1,1,South,Freehold,Resale,Ready to Move,20,4706,0,1,0,Low
Howrah,1,605,8,2,South - East,Freehold,Resale,Ready to Move,28,4628,1,1,1,Low
Rifle Range Road,1,480,3,1,South,Freehold,Resale,Ready to Move,22,4583,0,1,0,Low
Garia,2,960,1,2,South,Freehold,Resale,Ready to Move,40,4167,0,1,0,Low
Kolkata,3,800,2,2,East,Co-operative Society,Resale,Ready to Move,41,5125,0,0,0,Low
Sector 5 Salt Lake City,2,765,3,2,South - East,Freehold,New Property,Ready to Move,75,7042,1,1,0,Low
Kolkata,2,690,3,2,North,Unknown,Resale,Ready to Move,35,4642,0,1,0,Low
Madhyamgram,3,789,7,2,South - East,Freehold,Resale,Ready to Move,60,5520,1,1,1,Low
New Alipore,2,710,9,2,East,Freehold,Resale,Ready to Move,80,8696,1,0,0,Low
Gouranganagar,3,918,7,2,East,Freehold,Resale,Ready to Move,75,6137,0,0,0,Low
South S,2,865,3,2,Unknown,Unknown,Resale,Ready to Move,42,4855,0,0,0,Low
Bansdroni,2,800,2,2,Unknown,Unknown,Resale,Ready to Move,31,3875,0,0,0,Low
New Alipore,2,1000,3,2,South,Freehold,Resale,Ready to Move,120,8772,0,1,0,Low
Howrah,2,615,12,2,East,Freehold,Resale,Ready to Move,45,6998,1,1,1,Low
Rajarhat,4,3400,23,5,Unknown,Unknown,Resale,Ready to Move,320,9412,1,1,0,Mid
Howrah 1,2,550,3,1,Unknown,Unknown,Resale,Ready to Move,32,5333,0,0,0,Low
Behala Chowrasta,2,750,3,2,Unknown,Unknown,Resale,Ready to Move,35,4118,0,0,0,Low
Kolkata,2,650,2,1,Unknown,Unknown,Resale,Ready to Move,48,7385,0,0,0,Low
Baghajat,4,1764,3,4,South,Freehold,Resale,Ready to Move,138,5865,0,1,0,Low
Purba Barisha,3,862,1,2,South -West,Freehold,Resale,Ready to Move,38,3455,0,1,0,Low
Kolkata,2,600,1,2,South - East,Freehold,Resale,Ready to Move,30,3333,0,0,0,Low
New Town,3,1870,2,3,South - East,Freehold,Resale,Ready to Move,125,6010,1,0,0,Low
Eastern Metropolitan Bypass,3,1304,6,2,Unknown,Unknown,Resale,Ready to Move,175,13420,0,0,0,Mid
Kolkata,3,1000,1,2,Unknown,Unknown,Resale,Ready to Move,400,40000,0,0,0,Mid
Kolkata,3,1290,6,2,Unknown,Unknown,Resale,Unknown,73.1,5666,0,0,0,Low
Action Area 1,3,1360,2,2,North - East,Freehold,New Property,Unknown,120,7059,0,1,0,Low
Barrackpore Trunk Road,3,1851,12,3,Unknown,Unknown,Resale,Ready to Move,165,8914,0,0,0,Mid
Garia,2,930,2,2,Unknown,Unknown,Resale,Ready to Move,45,4839,0,0,0,Low
Rajarhat,2,610,4,1,East,Freehold,Resale,Ready to Move,30.1,3508,0,1,0,Low
Panihati,2,444,4,2,South,Freehold,Resale,Ready to Move,35,6506,1,0,1,Low
Rajarhat,3,1512,0,2,Unknown,Freehold,Resale,Ready to Move,115,7606,1,0,0,Low
Beleghata,3,1899,1,3,North,Unknown,Resale,Ready to Move,190,10005,1,1,0,Mid
Dhakuria,3,1900,1,3,Unknown,Freehold,Resale,Ready to Move,250,11628,0,0,0,Mid
Madhyamgram,2,1121,5,2,South - East,Freehold,Resale,Ready to Move,50,3605,0,1,0,Low
Daksh,2,783,4,1,East,Freehold,Resale,Ready to Move,35,4545,0,1,0,Low
Kolkata,3,720,3,2,East,Freehold,Resale,Ready to Move,50,4699,1,1,0,Low
Kolkata,2,778,1,1,West,Unknown,Resale,Ready to Move,22,2828,0,0,0,Low
Nagerbazar,2,721,2,2,Unknown,Unknown,Resale,Ready to Move,48,5058,0,0,0,Low
Sonarpur,4,1480,7,4,East,Freehold,Resale,Ready to Move,120,6434,1,1,0,Low
Kolkata,3,900,2,2,Unknown,Unknown,Resale,Ready to Move,38,4222,0,0,0,Low
Baguiati,2,569,1,1,South - East,Freehold,Resale,Ready to Move,28,4179,1,0,0,Low
Sakher Bazar,3,1200,4,3,West,Freehold,New Property,Ready to Move,90,4986,0,1,0,Low
Barasat,2,612,3,2,North - East,Freehold,Resale,Ready to Move,33,4577,1,0,0,Low
Naskar Para Baruipur,3,1021,3,2,Unknown,Unknown,Resale,Ready to Move,40.4,3960,0,0,0,Low
Kolkata,2,750,4,2,East,Freehold,Resale,Ready to Move,19,2533,0,1,0,Low
Joka,2,847,3,2,Unknown,Unknown,Resale,Ready to Move,28,3305.78512396694,0,0,0,Low
Kolkata,2,700,4,1,South,Freehold,Resale,Ready to Move,21,3000,0,0,0,Low
Rajarhat,1,400,0,1,Unknown,Unknown,Resale,Ready to Move,27,6750,0,0,0,Low
Tollygunge,2,717,4,2,South -West,Freehold,Resale,Ready to Move,37.5,3918,0,1,0,Low
Sector 5 Salt Lake City,3,1280,14,2,South - East,Freehold,Resale,Ready to Move,260,1368421,0,1,1,Mid
Ananda Palit Road,3,1200,4,3,South - East,Freehold,Resale,Ready to Move,155,9688,0,1,0,Mid
New Alipore,3,1232,3,2,South - East,Freehold,Resale,Ready to Move,84,5793,0,1,0,Low
Kolkata,3,1350,2,2,East,Freehold,Resale,Ready to Move,60,4000,0,1,0,Low
Garfa,2,700,3,2,South -West,Freehold,Resale,Ready to Move,32,4571,0,1,0,Low
Baranagar,2,710,2,2,Unknown,Unknown,Resale,Ready to Move,33,3966,0,1,0,Low
Uttarpara Ch,3,840,16,2,North - East,Unknown,Resale,Ready to Move,45,5357,1,0,0,Low
Uttarpara Ch,2,827,11,2,Unknown,Unknown,Resale,Ready to Move,42,5079,0,0,0,Low
Rajarhat,2,768,5,2,Unknown,Unknown,Resale,Ready to Move,37,4818,0,0,0,Low
Rajarhat,2,600,3,2,North,Freehold,Resale,Ready to Move,55,6215,0,0,0,Low
Naskar Para Garfa,2,950,3,2,South,Freehold,Resale,Ready to Move,52,4602,0,1,0,Low
Kolkata,2,560,1,2,Unknown,Unknown,Resale,Ready to Move,23,3286,0,0,0,Low
New Town,2,702,1,2,North - East,Freehold,Resale,Ready to Move,45,6410,1,0,0,Low
Kolkata,2,777,1,2,South - East,Freehold,Other,Ready to Move,33,4247.10424710425,0,0,0,Low
Sodepur,3,1254,15,2,North - East,Freehold,Resale,Ready to Move,100,7974,1,1,1,Low
Jadavpur,2,900,11,2,Unknown,Unknown,Resale,Ready to Move,120,10187,0,0,0,Low
Jessore Road,2,1123,2,2,East,Freehold,Resale,Ready to Move,52,4630,0,1,0,Low
Hazra,2,1150,3,2,Unknown,Unknown,Resale,Ready to Move,60,5217,0,0,0,Low
Saha Para Fartabad,3,1060,2,2,South,Freehold,Resale,Ready to Move,78,5800,1,0,0,Low
Kolkata,2,780,3,2,Unknown,Freehold,Resale,Ready to Move,27.5,3526,0,1,0,Low
Parnasree Palli,2,740,4,2,South -West,Freehold,Resale,Ready to Move,67,6321,0,1,0,Low
New Town,3,876,2,2,Unknown,Freehold,Resale,Ready to Move,73.5,6430,0,0,0,Low
Raghunathpur,3,850,1,2,South - East,Freehold,Resale,Ready to Move,45,4286,0,1,0,Low
Nagerbazar,2,960,1,2,Unknown,Unknown,Resale,Ready to Move,52,5416.66666666667,0,0,0,Low
Eastern Metropolitan Bypass,2,1001,14,2,Unknown,Unknown,Resale,Ready to Move,140,13986,0,0,0,Low
Kolkata,3,1000,1,2,Unknown,Unknown,Resale,Ready to Move,100,7143,0,0,0,Low
New Garia,3,820,5,2,South - East,Freehold,Resale,Ready to Move,72,6076,0,1,0,Low
Behala Chowrasta,2,730,4,2,West,Freehold,Resale,Ready to Move,46.5,5121,1,1,0,Low
Howrah 1,3,850,4,2,North,Freehold,Resale,Ready to Move,45,5000,0,1,0,Low
Motilal Gupta Road,2,700,3,2,South - East,Freehold,Resale,Ready to Move,40,5714.28571428571,0,1,0,Low
Garia,2,990,2,2,Unknown,Unknown,Resale,Ready to Move,55,5556,0,0,0,Low
Kolkata,3,1125,5,2,North - East,Power Of Attorney,Resale,Ready to Move,60,5333,0,1,0,Low
Kolkata,2,530,0,1,Unknown,Unknown,Resale,Ready to Move,29,4957,0,0,0,Low
Alipore,3,2000,14,3,East,Freehold,Resale,Ready to Move,400,16878,1,1,0,Mid
Kolkata,3,1000,3,2,Unknown,Unknown,Resale,Ready to Move,43.5,4350,0,0,0,Low
Batanagar,3,760,0,2,Unknown,Unknown,Resale,Ready to Move,47,6184,0,0,0,Low
Parnasree Palli,2,884,1,2,East,Freehold,Resale,Ready to Move,70,7919,0,1,0,Low
Joka,3,1215,9,2,Unknown,Freehold,Resale,Ready to Move,75,6173,1,0,0,Low
Kolkata,2,801,1,2,Unknown,Unknown,Resale,Ready to Move,38,4744,0,0,0,Low
Kolkata,3,1050,1,2,East,Freehold,Resale,Ready to Move,28,2667,0,1,0,Low
Tangra,2,563,6,2,West,Freehold,Resale,Ready to Move,115,12352,1,1,1,Low
Garia,3,1141,4,2,Unknown,Unknown,Resale,Ready to Move,85,7450,0,0,0,Low
Boral,2,720,1,1,South,Unknown,Resale,Ready to Move,22.5,3125,0,0,0,Low
Howrah,2,1100,5,2,Unknown,Unknown,Resale,Ready to Move,70,6364,0,0,0,Low
Parnasree Palli,2,720,3,2,West,Freehold,Resale,Ready to Move,32,3368,0,1,0,Low
Rahara Bazar Road,2,683,2,2,Unknown,Unknown,Resale,Ready to Move,15,2196,0,0,0,Low
Ho Chi M,3,1312,5,2,Unknown,Unknown,Resale,Ready to Move,85,6479,0,0,0,Low
Kolkata,2,550,1,2,Unknown,Unknown,Resale,Ready to Move,50,9090.90909090909,0,0,0,Low
Barasat,2,863,1,2,Unknown,Unknown,Resale,Ready to Move,27,3129,0,0,0,Low
Kalighat,2,1220,2,2,South - East,Freehold,New Property,Ready to Move,110,9016,0,1,0,Low
Sakher Bazar,4,1100,3,3,East,Freehold,Resale,Ready to Move,60,4286,0,1,0,Low
Kolkata,2,930,2,2,Unknown,Unknown,Resale,Ready to Move,46,4946,0,0,0,Low
Ramchandrapur Narendrapur,3,1200,4,2,South - East,Freehold,Resale,Ready to Move,116,7994,1,1,0,Low
New Alipore,2,1300,9,2,Unknown,Freehold,Resale,Ready to Move,142,10923,1,1,0,Low
Kolkata,3,880,3,2,North - East,Freehold,Resale,Ready to Move,38,3455,0,1,1,Low
Dunlop,2,710,5,2,South,Power Of Attorney,Resale,Ready to Move,27,3802.81690140845,1,1,0,Low
Haridevpur,2,656,2,2,South -West,Freehold,Resale,Ready to Move,33,4024,0,1,0,Low
Rab,3,1360,4,2,South - East,Freehold,Resale,Ready to Move,40,2353,0,1,0,Low
Dum Dum,2,720,2,1,Unknown,Unknown,Resale,Ready to Move,24,3333,0,0,0,Low
Mukundapur,3,1256,4,2,North,Unknown,Resale,Ready to Move,75,5971,0,0,0,Low
College Street,2,721,1,2,South,Freehold,Resale,Ready to Move,72,7200,0,0,0,Low
Bansdroni,2,780,4,2,South - East,Freehold,Resale,Ready to Move,90,10000,0,1,0,Low
Southern Bypass,3,1259,13,2,Unknown,Unknown,Resale,Ready to Move,75,5957,0,0,0,Low
Naktala,2,600,2,2,North,Freehold,Resale,Ready to Move,30,5002,1,1,0,Low
Batanagar,3,2500,22,4,Unknown,Unknown,Resale,Ready to Move,350,9589,0,0,1,Mid
Baghajat,1,400,0,1,South - East,Freehold,Resale,Ready to Move,20,4000,0,1,0,Low
Rajarhat,2,795,1,2,East,Freehold,Resale,Ready to Move,35,3902,0,0,0,Low
Kolkata,3,1669,6,3,Unknown,Freehold,Resale,Ready to Move,95,5692,0,0,0,Low
Sodepur,2,850,1,2,North - East,Freehold,Resale,Ready to Move,38,3938,0,1,0,Low
Dum Dum Cantonment,2,810,4,2,North - East,Unknown,Resale,Ready to Move,38.5,3674,0,1,0,Low
Shyam Bazar,3,870,2,2,South - East,Freehold,Resale,Ready to Move,84,7434,0,1,0,Low
Kolkata,2,857,3,2,Unknown,Unknown,Resale,Ready to Move,65,7585,0,0,0,Low
Kolkata,2,650,,1,Unknown,Unknown,Other,Ready to Move,25,3846.15384615385,0,0,0,Low
Taramoni Ghat Road,1,310,0,1,East,Freehold,Resale,Ready to Move,15,3571,0,0,0,Low
Jodhpur Park,3,1760,3,3,South,Freehold,Resale,Ready to Move,220,9565,0,0,0,Mid
Kolkata,2,460,,2,Unknown,Unknown,Resale,Ready to Move,19.5,4239,0,0,0,Low
Nagerbazar,2,722,4,2,East,Freehold,Resale,Ready to Move,40,5540,0,0,0,Low
Picnic Garden,3,1400,1,3,Unknown,Unknown,Resale,Ready to Move,84,6000,0,0,0,Low
Rajarhat,2,1000,3,2,South -West,Freehold,Resale,Ready to Move,52,4602,0,1,0,Low
Mudiali Kalighat,2,850,2,2,South -West,Freehold,Resale,Ready to Move,87,8208,0,1,0,Low
Raja Rammohan Roy Road,2,720,1,2,Unknown,Unknown,Resale,Unknown,32.4,4500,0,0,0,Low
Uttarpara Ch,2,800,1,2,Unknown,Unknown,Resale,Ready to Move,20,2500,0,0,0,Low
Eastern Metropolitan Bypass,3,1465,16,2,South -West,Freehold,Resale,Ready to Move,125,8532,0,1,0,Low
Mandirtala Shibpur,2,918,3,2,East,Unknown,Resale,Ready to Move,65,7081,0,0,0,Low
Madhyamgram,2,850,4,2,Unknown,Unknown,Resale,Ready to Move,20,2352.94117647059,0,0,0,Low
Bhasa,3,930,8,2,Unknown,Unknown,Resale,Ready to Move,38,4086,0,0,0,Low
Sonarpur Station Road,3,948,8,2,South - East,Freehold,Resale,Ready to Move,85,6677,1,0,0,Low
Taratala,3,1400,2,3,East,Freehold,Resale,Ready to Move,170,8500,0,0,1,Mid
Nagerbazar,1,520,0,1,North - East,Freehold,Resale,Ready to Move,23,4423,0,0,0,Low
Behala Chowrasta,2,926,3,2,Unknown,Unknown,Resale,Ready to Move,35,3780,0,0,0,Low
Barrackpore Trunk Road,3,875,2,2,Unknown,Unknown,Resale,Ready to Move,130,10656,0,1,0,Low
Rajarhat,4,1850,3,4,East,Leasehold,Resale,Ready to Move,250,10417,1,0,0,Mid
Kolkata,2,700,1,1,Unknown,Unknown,Resale,Ready to Move,38.5,5500,0,0,0,Low
Ramchandrapur Narendrapur,2,885,4,2,East,Unknown,Resale,Ready to Move,52,5876,1,1,1,Low
Nagerbazar,2,720,3,2,Unknown,Unknown,Resale,Ready to Move,25,3472,0,0,0,Low
Uday Shankar Sarani Road,2,1020,2,2,Unknown,Unknown,Resale,Ready to Move,150,14706,0,0,0,Low
Behala Chowrasta,2,620,0,1,South - East,Freehold,Resale,Ready to Move,28,4516,0,0,0,Low
Hast,2,1300,5,3,Unknown,Unknown,Resale,Ready to Move,130,10000,0,0,0,Low
