Name,Price,Square,Super Area,Status,Bathroom,Floor,Overlooking,Facing,Car Parking,Balcony,Society,Ownership,Transaction
"2 BHK Flat  for Sale in  Rajpur Sonarpur, Kolkata",₹28 Lac ,"₹3,733 per sqft ",750 sqft,Ready to Move,2,1 out of 4,,South -West,,,Radhakrishna Apartment,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹52 Lac ,"₹4,522 per sqft ",1150 sqft,Ready to Move,2,1 out of 1,,,,,,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.10 Cr ,"₹9,167 per sqft ",1200 sqft,Ready to Move,3,7 out of 8,,,,3,,,Resale
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹60 Lac ,"₹5,639 per sqft ",1064 sqft,Ready to Move,2,3 out of 4,"Garden/Park, Pool",South,,2,Green View,Freehold,Resale
"2 BHK Flat  for Sale in  Hastings, Kolkata",₹1.10 Cr ,"₹9,813 per sqft ",977 sqft,Ready to Move,2,1 out of 6,"Garden/Park, Main Road",South,,1,Hastings Court,Co-operative Society,Resale
"3 BHK Flat  for Sale in  Bansdroni, Kolkata",₹50 Lac ,"₹4,464 per sqft ",896 sqft,Ready to Move,2,1 out of 3,Main Road,South,,1,,Power Of Attorney,Resale
"2 BHK Flat  for Sale in  Purbachal Garden, Haltu, Kolkata",₹40 Lac ,"₹5,128 per sqft ",780 sqft,,2,3 out of 5,,,,,,,Resale
"2 BHK Flat  for Sale in  Banerjee Para Paschim Putiary, Kolkata",₹27 Lac ,"₹3,750 per sqft ",720 sqft,Ready to Move,2,Ground out of 1,,,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Tegharia Baguiati, Kolkata",₹67 Lac ,"₹5,194 per sqft ",1290 sqft,Ready to Move,2,4 out of 4,Garden/Park,,,1,Meena Residency,Freehold,Resale
"2 BHK Flat  for Sale in  Kalibari Uluberia, Kolkata",₹19.2 Lac ,"₹2,560 per sqft ",750 sqft,,2,,,,,,,,Resale
"2 BHK Flat  for Sale in  Jadavpur, Kolkata",₹40 Lac ,"₹5,333 per sqft ",750 sqft,Ready to Move,2,1 out of 3,Main Road,South - East,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Dum Dum, Kolkata",₹1.18 Cr ,"₹14,880 per sqft ",674 sqft,Ready to Move,2,2 out of 13,"Garden/Park, Pool",South - East,,1,Merlin Urvan,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹45 Lac ,,1089 sqft,Ready to Move,2,2 out of 5,,,,1,,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹83 Lac ,"₹9,765 per sqft ",860 sqft,Ready to Move,2,4 out of 14,"Garden/Park, Main Road",North - West,,2,Siddha Galaxia Phase 2,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹35 Lac ,"₹4,916 per sqft ",580 sqft,Ready to Move,2,6 out of 14,"Garden/Park, Main Road",East,,1,Hiland Greens,Freehold,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.30 Cr ,"₹8,966 per sqft ",1000 sqft,Ready to Move,2,7 out of 8,,,,2,,,Resale
"2 BHK Flat  for Sale in  Narkel Bagan, Kolkata",₹26.9 Lac ,"₹2,562 per sqft ",850 sqft,,2,,,,,,,,Resale
"2 BHK Flat  for Sale in  Kalyan Nagar Rahara, Kolkata",₹24.3 Lac ,"₹2,558 per sqft ",780 sqft,,2,,,,,,,,Resale
"3 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1.90 Cr ,"₹9,995 per sqft ",1420 sqft,Ready to Move,3,5 out of 9,Main Road,North,2 Covered,1,Merlin Manor,Freehold,New Property
"2 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹82 Lac ,"₹7,489 per sqft ",850 sqft,Ready to Move,2,10 out of 19,Garden/Park,South -West,,1,Dhoot Pratham,Freehold,Resale
"3 BHK Flat  for Sale in  Shrirampur, Kolkata",₹22.6 Lac ,"₹2,559 per sqft ",780 sqft,,2,,,,,,,,Resale
"2 BHK Flat  for Sale in  Sodepur Paschim Putiary, Kolkata",₹28 Lac ,"₹3,733 per sqft ",637 sqft,Ready to Move,2,1 out of 3,Main Road,South -West,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Jagannathpur, Kolkata",₹17.9 Lac ,"₹2,564 per sqft ",698 sqft,,2,,,,,,,,Resale
"2 BHK Flat  for Sale in  Rajpur, Kolkata",₹36 Lac ,"₹3,956 per sqft ",910 sqft,Ready to Move,2,3 out of 5,Main Road,,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Survey Park, Kolkata",₹57.5 Lac ,"₹6,298 per sqft ",913 sqft,Ready to Move,2,2 out of 3,,,,1,,Freehold,New Property
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹29 Lac ,"₹3,498 per sqft ",829 sqft,Ready to Move,2,6 out of 7,,,,,Riya Manbhari Greens,,Resale
"4 BHK Flat  for Sale in  Shyambazar Hati Bagan, Kolkata",₹1.34 Cr ,"₹8,764 per sqft ",1350 sqft,Ready to Move,2,4 out of 5,"Garden/Park, Main Road",South - East,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Mominpore, Kolkata",₹2.50 Cr ,"₹13,889 per sqft ",1800 sqft,Ready to Move,3,3 out of 9,,,,,Signum Cloud 9,,Resale
"3 BHK Flat  for Sale in  Nandi Bagan Salkia, Kolkata",₹22 Lac ,"₹3,333 per sqft ",640 sqft,Ready to Move,1,2 out of 4,,,,,,Freehold,Resale
"4 BHK Flat  for Sale in  Dakshin Jagaddal, Kolkata",₹1.10 Cr ,"₹6,753 per sqft ",1018 sqft,Ready to Move,3,5 out of 12,"Garden/Park, Pool, Main Road",South - East,2 Open,2,Prudent Pragati,Freehold,Resale
"2 BHK Flat  for Sale in  Jorabagan, Kolkata",₹32 Lac ,"₹4,211 per sqft ",760 sqft,Ready to Move,1,2 out of 4,,,,,,,Resale
"2 BHK Flat  for Sale in  Titagarh, Barrackpore, Kolkata",₹35 Lac ,"₹4,342 per sqft ",614 sqft,Ready to Move,2,2 out of 5,Main Road,East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹2.65 Cr ,"₹12,619 per sqft ",2100 sqft,Ready to Move,3,8 out of 10,,,,,Udita Apartments,,Resale
"3 BHK Flat  for Sale in  Jodhpur Park, Kolkata",₹85 Lac ,"₹6,538 per sqft ",1000 sqft,Ready to Move,2,1 out of 3,Garden/Park,South - East,,1,Kajal Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.20 Cr ,"₹7,186 per sqft ",1670 sqft,Ready to Move,2,3 out of 5,,,,1,Space Clubtown Gateway,,Resale
"2 BHK Flat  for Sale in  Ghola, Sodepur, Kolkata",₹19 Lac ,"₹2,487 per sqft ",764 sqft,Ready to Move,1,Ground out of 4,Main Road,West,,1,,Co-operative Society,Resale
"3 BHK Flat  for Sale in  Topsia, Kolkata",₹1.65 Cr ,"₹9,851 per sqft ",1675 sqft,Ready to Move,3,7 out of 10,,,,,Arihant Viento,,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹34 Lac ,"₹4,014 per sqft ",847 sqft,Ready to Move,2,1 out of 4,Garden/Park,South,,1,DCJ Homes,Freehold,New Property
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1.40 Cr ,"₹8,573 per sqft ",1633 sqft,Ready to Move,3,6 out of 22,,,,1,Dhoot Pratham,,Resale
